teamID,4W,4L,4PCT,4H,4R,4RA,4E,5W,5L,5PCT,5H,5R,5RA,5E,6W,6L,6PCT,6H,6R,6RA,6E,7W,7L,7PCT,7H,7R,7RA,7E,8W,8L,8PCT,8H,8R,8RA,8E,9W,9L,9PCT,9H,9R,9RA,9E,homeW,homeL,homePct,awayW,awayL,awayPct,totalW,totalL,totalPct,eloRating,g,ghome,r,ab,h,double,triple,hr,bb,so,sb,cs,ra,pythag,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,attendance,bpf,ppf,1NL2AL,decade,goose_eggs,broken_eggs,mehs,gpct,gwar,pythagdiff,playoffs,lg_win,ws_win
1952_SFG,7,4,0.636363636,57,28,28,4,19,5,0.791666667,40,19,19,6,14,9,0.608695652,73,34,34,3,13,13,0.5,23,16,16,4,15,14,0.517241379,70,40,40,7,18,10,0.642857143,49,21,21,4,50,26,0.657894737,36,29,0.553846154,86,55,0.609929078,1553.457059,154,77,722,5229,1337,186,56,151,536,672,30,31,639,0.555638838,547,3.59,49,12,31,4113,1282,121,538,655,153,175,0.97,984940,101,99,1,1950,89,25,13,0.803,1.9926284,8.360696919,0,0,0
1952_STL,5,4,0.555555556,35,15,15,2,11,12,0.47826087,89,47,47,12,14,11,0.56,52,30,30,7,15,5,0.75,45,23,23,2,11,12,0.47826087,53,26,26,4,10,7,0.588235294,37,11,11,1,33,19,0.634615385,33,32,0.507692308,66,51,0.564102564,1541.727616,154,77,677,5200,1386,247,54,97,537,479,33,32,630,0.532870314,553,3.66,49,12,27,4083,1274,119,501,712,141,159,0.97,913113,100,99,1,1950,43,18,9,0.743,-1.2312704,4.809766591,0,0,0
1953_ATL,6,3,0.666666667,79,32,32,8,18,8,0.692307692,109,50,50,8,13,12,0.52,38,15,15,1,14,13,0.518518519,97,46,46,12,19,9,0.678571429,61,29,29,8,11,10,0.523809524,77,42,42,9,39,31,0.557142857,42,24,0.636363636,81,55,0.595588235,1549.056924,157,79,738,5349,1422,227,52,156,439,637,46,27,589,0.60173446,509,3.3,72,14,15,4161,1282,107,539,738,143,169,0.97,1826397,94,92,1,1950,161,47,28,0.801,5.9738625,-0.96495728,0,0,0
1953_BAL,7,5,0.583333333,35,26,26,12,11,18,0.379310345,120,63,63,20,9,18,0.333333333,58,24,24,6,6,22,0.214285714,98,55,55,5,10,17,0.37037037,82,45,45,13,8,13,0.380952381,64,30,30,7,20,47,0.298507463,31,46,0.402597403,51,93,0.354166667,1414.118202,154,77,555,5264,1310,214,25,112,507,644,17,34,778,0.35021418,688,4.48,28,10,24,4149,1467,101,626,639,152,165,0.97,297238,102,106,2,1950,75,35,13,0.715,-1.6087607,0.60868296,0,0,0
1953_BOS,6,6,0.5,70,47,47,13,15,15,0.5,85,42,42,12,17,13,0.566666667,12,1,1,0,19,11,0.633333333,78,39,39,6,15,15,0.5,89,46,46,13,12,9,0.571428571,73,38,38,8,38,38,0.5,46,31,0.597402597,84,69,0.549019608,1531.797688,153,76,656,5246,1385,255,37,101,496,601,33,45,632,0.517045056,546,3.58,41,15,37,4119,1333,92,584,642,147,173,0.97,1026133,105,105,2,1950,78,21,15,0.816,4.0852152,4.89210649,0,0,0
1953_CHC,3,3,0.5,56,27,27,10,5,17,0.227272727,106,50,50,8,12,17,0.413793103,39,18,18,5,9,17,0.346153846,99,52,52,16,14,18,0.4375,74,41,41,7,14,7,0.666666667,83,39,39,9,38,32,0.542857143,19,47,0.287878788,57,79,0.419117647,1492.666016,155,77,633,5272,1372,204,57,137,514,746,49,21,835,0.375934786,723,4.79,38,3,22,4077,1491,151,554,623,193,141,0.96,763658,102,103,1,1950,24,11,8,0.744,-0.4137024,6.693343402,0,0,0
1953_CHW,8,6,0.571428571,48,35,35,12,17,13,0.566666667,99,52,52,13,16,11,0.592592593,40,18,18,2,20,10,0.666666667,77,28,28,5,17,13,0.566666667,49,21,21,6,12,13,0.48,80,33,33,9,41,37,0.525641026,49,29,0.628205128,90,66,0.576923077,1537.452094,156,78,716,5212,1345,226,53,74,601,530,73,55,592,0.586136761,532,3.41,57,17,33,4209,1299,113,583,714,125,144,0.98,1191353,103,101,2,1950,77,26,23,0.794,1.7187046,-1.437334696,0,0,0
1953_CIN,2,7,0.222222222,64,30,30,6,10,18,0.357142857,79,36,36,6,18,14,0.5625,20,5,5,1,15,17,0.46875,119,56,56,16,13,18,0.419354839,55,27,27,4,10,13,0.434782609,56,32,32,7,38,40,0.487179487,30,47,0.38961039,68,87,0.438709677,1469.437668,155,78,714,5343,1396,190,34,166,485,701,25,20,788,0.455005627,704,4.64,47,7,15,4095,1484,179,488,506,129,176,0.97,548086,100,101,1,1950,69,20,23,0.821,2.6765447,-2.525872207,0,0,0
1953_CLE,8,3,0.727272727,19,19,19,10,14,12,0.538461538,143,65,65,16,19,11,0.633333333,46,24,24,5,16,16,0.5,78,40,40,4,19,12,0.612903226,67,36,36,10,16,9,0.64,78,38,38,5,53,25,0.679487179,39,38,0.506493506,92,63,0.593548387,1566.033356,155,78,770,5285,1426,201,29,160,609,683,33,29,627,0.592898933,555,3.64,81,11,15,4119,1311,92,519,586,126,197,0.97,1069176,98,94,2,1950,24,12,7,0.721,-0.7845272,0.100665452,0,0,0
1953_DET,2,13,0.133333333,39,33,33,11,9,18,0.333333333,123,56,56,15,10,19,0.344827586,30,14,14,3,15,16,0.483870968,94,47,47,11,14,19,0.424242424,75,38,38,7,12,11,0.52173913,95,48,48,8,30,49,0.379746835,32,47,0.405063291,62,96,0.392405063,1465.681714,158,79,695,5553,1479,259,44,108,506,603,30,35,923,0.37303866,825,5.25,50,2,16,4245,1633,154,585,645,131,149,0.97,884658,98,102,2,1950,31,15,5,0.706,-1.0103601,3.059891798,0,0,0
1953_LAD,9,5,0.642857143,45,19,19,6,18,9,0.666666667,85,45,45,6,15,13,0.535714286,39,21,21,1,23,8,0.741935484,109,49,49,15,25,6,0.806451613,75,38,38,9,15,9,0.625,85,39,39,11,60,18,0.769230769,45,32,0.584415584,105,50,0.677419355,1615.194213,155,78,955,5373,1529,274,59,208,655,686,90,47,689,0.645070452,629,4.1,51,11,29,4140,1337,169,509,817,118,161,0.98,1163419,103,100,1,1950,19,8,3,0.733,-0.178464,5.014079875,1,1,0
1953_MIN,4,10,0.285714286,42,30,30,14,19,10,0.655172414,101,46,46,13,12,16,0.428571429,33,14,14,3,13,17,0.433333333,68,26,26,4,18,14,0.5625,99,52,52,13,10,9,0.526315789,36,20,20,0,39,36,0.52,37,40,0.480519481,76,76,0.5,1498.524205,152,75,687,5149,1354,230,53,69,596,604,65,36,614,0.551215009,547,3.66,76,16,10,4032,1313,112,478,515,120,173,0.97,595594,98,98,2,1950,37,12,10,0.797,1.1190739,-7.784681307,0,0,0
1953_NYY,10,3,0.769230769,67,42,42,13,16,8,0.666666667,67,40,40,7,18,10,0.642857143,33,10,10,0,19,11,0.633333333,78,39,39,1,20,10,0.666666667,72,37,37,8,12,9,0.571428571,64,35,35,7,50,27,0.649350649,45,24,0.652173913,95,51,0.650684932,1567.108526,151,77,801,5194,1420,226,52,139,656,644,34,44,547,0.667740697,483,3.2,50,18,39,4074,1286,94,500,604,126,182,0.97,1537811,97,93,2,1950,55,16,11,0.805,1.9017441,-2.575420652,1,1,1
1953_OAK,7,6,0.538461538,32,22,22,10,11,18,0.379310345,86,48,48,7,12,15,0.444444444,19,11,11,2,11,16,0.407407407,51,22,22,2,9,22,0.290322581,98,52,52,12,7,16,0.304347826,59,31,31,3,27,50,0.350649351,30,43,0.410958904,57,93,0.38,1419.284216,157,78,632,5455,1398,205,38,116,498,602,41,24,799,0.394345338,731,4.67,51,7,11,4227,1475,121,594,566,136,161,0.97,362113,104,107,2,1950,27,9,7,0.791,0.6197362,-2.25221813,0,0,0
1953_PHI,9,5,0.642857143,27,12,12,6,10,10,0.5,153,97,97,12,17,11,0.607142857,67,40,40,2,18,15,0.545454545,105,46,46,12,19,17,0.527777778,32,15,15,2,10,12,0.454545455,66,29,29,11,48,30,0.615384615,35,40,0.466666667,83,70,0.54248366,1517.269868,156,78,716,5290,1400,228,62,115,530,597,42,21,666,0.533070302,578,3.8,76,13,15,4107,1410,138,410,637,147,161,0.97,853644,99,98,1,1950,24,10,10,0.773,-0.1992639,1.468483829,0,0,0
1953_PIT,4,8,0.333333333,45,21,21,6,6,17,0.260869565,96,50,50,9,7,16,0.304347826,56,30,30,3,6,18,0.25,118,56,56,17,7,16,0.304347826,47,22,22,7,6,6,0.5,71,35,35,15,16,37,0.301886792,20,44,0.3125,36,81,0.307692308,1406.950361,154,77,622,5253,1297,178,49,99,524,715,41,39,887,0.343107641,788,5.22,49,4,10,4074,1529,168,577,607,163,139,0.97,572757,99,104,1,1950,49,17,11,0.779,1.1860863,-5.453961327,0,0,0
1953_SFG,5,9,0.357142857,68,31,31,7,14,10,0.583333333,136,82,82,11,15,14,0.517241379,43,26,26,3,18,10,0.642857143,144,67,67,17,10,25,0.285714286,49,24,24,5,6,15,0.285714286,80,32,32,12,38,39,0.493506494,30,44,0.405405405,68,83,0.450331126,1439.414853,155,77,768,5362,1452,195,45,176,499,608,31,21,747,0.512681261,645,4.25,46,10,20,4095,1403,146,610,647,150,151,0.97,811518,103,101,1,1950,39,14,8,0.770,0.7835175,-9.664270884,0,0,0
1953_STL,5,3,0.625,36,14,14,9,16,8,0.666666667,110,56,56,10,13,13,0.5,15,5,5,1,9,14,0.391304348,94,46,46,13,16,14,0.533333333,89,47,47,9,10,10,0.5,97,44,44,12,37,26,0.587301587,32,36,0.470588235,69,62,0.526717557,1510.010097,157,78,768,5397,1474,281,56,140,574,617,18,22,713,0.533943763,651,4.23,51,11,36,4158,1406,139,533,732,138,161,0.97,880242,100,99,1,1950,78,17,7,0.833,5.4852229,-1.134514253,0,0,0
1954_ATL,5,8,0.384615385,108,65,65,10,16,6,0.727272727,78,56,56,9,10,18,0.357142857,24,5,5,1,18,10,0.642857143,71,32,32,3,19,9,0.678571429,67,33,33,7,14,10,0.583333333,72,41,41,6,40,32,0.555555556,42,29,0.591549296,82,61,0.573426573,1556.307692,154,77,670,5261,1395,217,41,139,471,619,54,31,556,0.584509245,494,3.19,63,13,21,4182,1296,106,553,698,116,171,0.98,2131388,94,92,1,1950,56,22,11,0.753,0.4149177,-1.706731468,0,0,0
1954_BAL,5,8,0.384615385,51,28,28,7,9,18,0.333333333,52,17,17,7,13,18,0.419354839,32,16,16,2,9,21,0.3,74,35,35,2,7,24,0.225806452,70,33,33,6,11,10,0.523809524,32,15,15,4,32,45,0.415584416,22,54,0.289473684,54,99,0.352941176,1420.930273,154,77,483,5206,1309,195,49,52,468,634,30,31,668,0.355851248,592,3.88,58,6,8,4119,1279,78,688,668,147,152,0.97,1060910,92,96,2,1950,56,15,17,0.830,2.6567604,-0.448150965,0,0,0
1954_BOS,4,8,0.333333333,73,42,42,8,9,13,0.409090909,67,35,35,8,12,21,0.363636364,33,16,16,6,15,18,0.454545455,71,36,36,6,16,14,0.533333333,68,36,36,9,13,13,0.5,98,50,50,6,38,41,0.481012658,31,46,0.402597403,69,87,0.442307692,1481.866241,156,79,700,5399,1436,244,41,123,654,660,51,30,728,0.482064223,629,4.01,41,10,22,4236,1434,118,612,707,176,163,0.97,931127,111,110,2,1950,90,24,15,0.814,4.267579,-6.202018748,0,0,0
1954_CHC,4,6,0.4,73,51,51,7,11,15,0.423076923,63,34,34,5,4,20,0.166666667,44,21,21,4,14,11,0.56,54,21,21,5,11,17,0.392857143,44,15,15,4,7,11,0.388888889,90,52,52,12,33,34,0.492537313,18,46,0.28125,51,80,0.389312977,1457.521015,154,77,700,5359,1412,229,45,159,478,693,46,31,766,0.45887155,689,4.51,41,6,19,4122,1375,131,619,622,154,164,0.97,748183,101,103,1,1950,45,15,7,0.776,0.7651565,-10.71202024,0,0,0
1954_CHW,9,5,0.642857143,90,47,47,9,19,11,0.633333333,99,34,34,9,18,11,0.620689655,14,6,6,1,18,13,0.580645161,95,43,43,6,21,8,0.724137931,102,51,51,14,9,13,0.409090909,50,26,26,5,45,33,0.576923077,49,28,0.636363636,94,61,0.606451613,1543.616901,155,78,711,5168,1382,203,47,94,604,536,98,58,521,0.638529622,469,3.05,60,23,33,4149,1255,94,517,701,108,149,0.98,1231629,103,100,2,1950,62,21,14,0.784,1.6375138,-4.972091373,0,0,0
1954_CIN,9,7,0.5625,62,46,46,6,12,14,0.461538462,81,45,45,6,13,15,0.464285714,35,15,15,4,16,17,0.484848485,68,27,27,6,14,14,0.5,71,31,31,5,10,13,0.434782609,106,59,59,14,41,36,0.532467532,33,44,0.428571429,74,80,0.480519481,1481.080466,154,77,729,5234,1369,221,46,147,557,645,47,30,763,0.479157268,684,4.5,34,8,27,4101,1491,169,547,537,137,194,0.97,704167,102,103,1,1950,40,19,9,0.721,-1.0500647,0.209780676,0,0,0
1954_CLE,6,6,0.5,73,41,41,10,22,7,0.75862069,72,25,25,8,20,9,0.689655172,42,18,18,5,23,8,0.741935484,69,35,35,6,26,6,0.8125,99,53,53,13,16,7,0.695652174,58,20,20,2,59,18,0.766233766,54,25,0.683544304,113,43,0.724358974,1645.311732,156,77,746,5222,1368,188,39,156,637,668,30,33,504,0.672085636,438,2.78,77,12,36,4257,1220,89,486,678,128,148,0.97,1335472,102,98,2,1950,41,16,11,0.765,-0.1202022,8.154640791,1,1,0
1954_DET,7,4,0.636363636,74,39,39,9,14,13,0.518518519,75,29,29,9,11,20,0.35483871,28,13,13,2,14,18,0.4375,57,32,32,3,12,18,0.4,102,45,45,13,11,13,0.458333333,89,35,35,4,35,42,0.454545455,34,44,0.435897436,69,86,0.44516129,1470.087453,155,77,584,5233,1351,215,41,90,492,603,48,44,664,0.44153429,585,3.81,58,13,13,4149,1375,138,506,603,127,131,0.97,1079847,99,100,2,1950,57,22,13,0.761,-0.4233144,0.562185012,0,0,0
1954_LAD,9,6,0.6,86,55,55,7,14,12,0.538461538,90,51,51,17,21,8,0.724137931,35,20,20,7,17,15,0.53125,36,10,10,2,18,10,0.642857143,75,35,35,7,13,11,0.541666667,75,44,44,7,45,32,0.584415584,47,30,0.61038961,92,62,0.597402597,1555.629781,154,77,778,5251,1418,246,56,186,634,625,46,39,740,0.522893905,667,4.31,39,8,36,4179,1399,164,533,762,129,138,0.97,1020531,104,101,1,1950,28,10,11,0.796,0.2096498,11.47433859,0,0,0
1954_MIN,6,6,0.5,57,36,36,7,11,17,0.392857143,88,40,40,13,12,17,0.413793103,72,36,36,7,13,14,0.481481481,82,41,41,6,12,22,0.352941176,80,37,37,10,13,12,0.52,116,63,63,6,37,41,0.474358974,30,47,0.38961039,67,88,0.432258065,1459.838645,155,78,632,5249,1292,188,69,81,610,719,37,21,680,0.466559438,590,3.84,69,10,7,4149,1396,79,573,562,137,172,0.97,503542,94,96,2,1950,56,28,13,0.711,-1.8967651,-5.316712848,0,0,0
1954_NYY,6,7,0.461538462,54,28,28,7,19,11,0.633333333,77,39,39,10,20,10,0.666666667,48,23,23,8,23,7,0.766666667,92,46,46,5,20,7,0.740740741,88,46,46,13,13,10,0.565217391,48,16,16,3,52,24,0.684210526,49,28,0.636363636,101,52,0.660130719,1591.605805,155,78,805,5226,1400,215,59,133,650,632,34,41,563,0.657987725,500,3.26,51,16,37,4137,1284,86,552,655,127,198,0.97,1475171,97,93,2,1950,75,29,21,0.768,-0.1676254,0.332164053,0,0,0
1954_OAK,6,5,0.545454545,41,22,22,7,9,22,0.290322581,83,44,44,9,14,14,0.5,48,21,21,4,7,23,0.233333333,110,51,51,6,8,23,0.258064516,54,24,24,6,7,15,0.318181818,75,30,30,6,28,48,0.368421053,23,54,0.298701299,51,102,0.333333333,1386.74295,156,77,542,5206,1228,191,41,94,504,677,30,29,875,0.293905057,789,5.18,49,3,13,4113,1523,141,685,555,166,163,0.97,304666,100,105,2,1950,73,18,12,0.825,3.5447282,6.150811127,0,0,0
1954_PHI,7,6,0.538461538,129,72,72,14,15,11,0.576923077,73,42,42,13,14,10,0.583333333,38,16,16,2,7,20,0.259259259,53,17,17,3,12,18,0.4,96,43,43,6,13,9,0.590909091,71,35,35,6,37,37,0.5,31,37,0.455882353,68,74,0.478873239,1485.297549,154,78,659,5184,1384,243,58,102,604,620,30,27,614,0.532313238,544,3.59,78,14,12,4095,1329,133,450,570,145,133,0.97,738991,100,99,1,1950,69,22,15,0.792,2.2166251,-8.229759786,0,0,0
1954_PIT,5,10,0.333333333,82,58,58,10,5,18,0.217391304,42,25,25,12,8,13,0.380952381,17,8,8,1,5,12,0.294117647,57,16,16,3,9,15,0.375,57,20,20,5,5,12,0.294117647,83,45,45,9,19,35,0.351851852,18,45,0.285714286,37,80,0.316239316,1403.97035,154,77,557,5088,1260,181,57,76,566,737,21,13,845,0.318062168,736,4.92,37,4,15,4038,1510,128,564,525,173,136,0.97,475494,98,102,1,1950,68,22,9,0.778,2.1152714,-0.280719129,0,0,0
1954_SFG,8,6,0.571428571,88,57,57,8,14,11,0.56,59,32,32,13,24,4,0.857142857,20,13,13,4,17,12,0.586206897,56,20,20,5,17,10,0.62962963,65,23,23,5,15,10,0.6,89,40,40,7,53,23,0.697368421,42,30,0.583333333,95,53,0.641891892,1578.594865,154,76,732,5245,1386,194,42,186,522,561,30,23,550,0.627878881,477,3.09,45,19,33,4170,1258,113,613,692,154,172,0.97,1155067,101,100,1,1950,60,13,4,0.831,3.6468162,2.158003743,1,1,1
1954_STL,7,5,0.583333333,78,52,52,8,15,15,0.5,85,52,52,5,8,14,0.363636364,58,29,29,5,14,11,0.56,76,22,22,3,10,17,0.37037037,47,15,15,4,8,9,0.470588235,90,43,43,9,27,37,0.421875,35,34,0.507246377,62,71,0.466165414,1481.598281,154,77,799,5405,1518,285,58,119,582,586,63,46,790,0.505182375,695,4.5,40,11,18,4170,1484,170,535,680,146,178,0.97,1039698,100,101,1,1950,96,22,24,0.845,6.3232455,-6.008611997,0,0,0
1955_ATL,9,6,0.6,88,49,49,9,11,15,0.423076923,92,42,42,5,15,10,0.6,38,30,30,6,18,13,0.580645161,70,40,40,8,13,12,0.52,101,60,60,8,10,10,0.5,40,17,17,5,38,28,0.575757576,38,38,0.5,76,66,0.535211268,1523.409176,154,77,743,5277,1377,219,55,182,504,735,42,27,668,0.548528355,592,3.85,61,5,12,4149,1339,138,591,654,152,155,0.97,2005836,96,93,1,1950,156,30,17,0.852,10.2085755,-2.050831438,0,0,0
1955_BAL,4,12,0.25,76,50,50,5,10,19,0.344827586,149,71,71,13,6,20,0.230769231,34,20,20,2,10,21,0.322580645,76,40,40,5,11,16,0.407407407,68,30,30,8,16,11,0.592592593,40,18,18,5,30,49,0.379746835,27,50,0.350649351,57,99,0.365384615,1459.105577,156,79,540,5257,1263,177,39,54,560,742,34,46,754,0.351854719,649,4.21,35,10,20,4164,1403,103,625,595,162,159,0.97,852039,92,96,2,1950,23,17,4,0.614,-3.2465117,2.110663767,0,0,0
1955_BOS,8,8,0.5,65,37,37,5,11,18,0.379310345,64,24,24,3,20,9,0.689655172,34,17,17,3,21,8,0.724137931,53,30,30,2,14,13,0.518518519,66,31,31,7,10,14,0.416666667,30,13,13,7,47,31,0.602564103,37,39,0.486842105,84,70,0.545454545,1515.035253,154,78,755,5273,1392,241,39,137,707,733,43,17,652,0.566702995,572,3.72,44,9,34,4152,1333,128,582,674,136,140,0.97,1203200,110,109,2,1950,143,35,40,0.839,6.7221064,-3.272261279,0,0,0
1955_CHC,6,6,0.5,58,37,37,7,20,8,0.714285714,72,28,28,6,13,17,0.433333333,58,41,41,8,9,16,0.36,63,34,34,7,11,14,0.44,71,44,44,9,7,9,0.4375,42,30,30,5,40,32,0.555555556,26,38,0.40625,66,70,0.485294118,1471.511875,154,77,626,5214,1287,187,55,164,428,806,37,35,713,0.440744814,638,4.17,47,10,23,4134,1306,153,601,686,147,147,0.97,875800,100,102,1,1950,29,18,8,0.673,-2.8558636,6.860592826,0,0,0
